Date,AAPL,AMZN,BRK-B,GOOGL,META,MSFT,NVDA,V,^GSPC,^RUA
2019-02-15,41.0681266784668,80.39749908447266,205.2899932861328,55.98149871826172,162.5,102.7654037475586,39.029449462890625,140.2959747314453,2775.60009765625,1643.449951171875
2019-02-19,41.19102478027344,81.37899780273438,205.69000244140625,56.32550048828125,162.2899932861328,102.71791076660156,38.85581588745117,139.84095764160156,2779.760009765625,1646.1099853515625
2019-02-20,41.45609664916992,81.1050033569336,206.16000366210938,56.02949905395508,162.55999755859375,102.18387603759766,39.32961654663086,140.12173461914062,2784.699951171875,1649.1099853515625
2019-02-21,41.222354888916016,80.97200012207031,205.3300018310547,55.21049880981445,160.0399932861328,104.3391342163086,38.6400146484375,139.41497802734375,2774.8798828125,1643.22998046875
2019-02-22,41.68263244628906,81.5780029296875,201.91000366210938,55.827999114990234,161.88999938964844,105.82684326171875,39.488372802734375,141.22540283203125,2792.669921875,1654.5400390625
2019-02-25,41.98625946044922,81.6500015258789,202.30999755859375,55.86650085449219,164.6199951171875,106.41809844970703,39.364341735839844,141.40939331054688,2796.110107421875,1656.43994140625
2019-02-26,42.0103645324707,81.81999969482422,201.89999389648438,56.10049819946289,164.1300048828125,107.15243530273438,38.969940185546875,142.35816955566406,2793.89990234375,
2019-02-27,42.140499114990234,82.05449676513672,202.2899932861328,56.144500732421875,162.80999755859375,106.9712142944336,38.55071258544922,142.532470703125,2792.3798828125,1654.1600341796875
2019-02-28,41.72600173950195,81.99150085449219,201.3000030517578,56.32749938964844,161.4499969482422,106.83770751953125,38.304893493652344,143.40377807617188,2784.489990234375,1649.219970703125
2019-03-01,42.16459655761719,83.58650207519531,203.1300048828125,57.42599868774414,162.27999877929688,107.31453704833984,38.84868621826172,144.71075439453125,2803.68994140625,1660.6099853515625
2019-03-04,42.37665939331055,84.80850219726562,201.80999755859375,57.67100143432617,167.3699951171875,107.05703735351562,38.930633544921875,143.2489013671875,2792.81005859375,
2019-03-05,42.299537658691406,84.62149810791016,201.47000122070312,58.45949935913086,171.25999450683594,106.52298736572266,38.866085052490234,143.2392120361328,2789.64990234375,1650.260009765625
2019-03-06,42.056148529052734,83.44750213623047,200.6699981689453,58.24700164794922,172.50999450683594,106.5706787109375,37.756103515625,143.1036376953125,2771.449951171875,
2019-03-07,41.569366455078125,81.29750061035156,199.3000030517578,57.54249954223633,169.1300048828125,105.27371978759766,37.063316345214844,142.1548309326172,2748.929931640625,1624.06005859375
2019-03-08,41.66816711425781,81.04000091552734,198.6999969482422,57.49850082397461,169.60000610351562,105.38813018798828,37.4059944152832,142.6583251953125,2743.070068359375,1620.699951171875
2019-03-11,43.11164855957031,83.53099822998047,202.08999633789062,58.9630012512207,172.07000732421875,107.60061645507812,40.013282775878906,145.8726043701172,2783.300048828125,1644.8699951171875
2019-03-12,43.59602737426758,83.65499877929688,202.5,59.86249923706055,171.9199981689453,108.35401916503906,40.35595703125,146.89883422851562,2791.52001953125,1649.469970703125
2019-03-13,43.78881072998047,84.54049682617188,204.05999755859375,59.952999114990234,173.3699951171875,109.19322967529297,41.870662689208984,147.61529541015625,2810.919921875,1660.25
2019-03-14,44.27558898925781,84.31099700927734,203.3800048828125,59.62649917602539,170.1699981689453,109.27906799316406,41.1108283996582,149.2901611328125,2808.47998046875,1658.3599853515625
2019-03-15,44.851531982421875,85.61799621582031,204.30999755859375,59.51499938964844,165.97999572753906,110.53787994384766,42.166168212890625,150.5100860595703,2822.47998046875,1665.8399658203125
2019-03-18,45.30940628051758,87.10749816894531,206.67999267578125,59.4275016784668,160.47000122070312,112.12093353271484,41.95261001586914,150.02603149414062,2832.93994140625,1672.5899658203125
2019-03-19,44.950340270996094,88.09249877929688,205.14999389648438,60.12300109863281,161.57000732421875,112.19723510742188,43.63120651245117,149.6678009033203,2832.570068359375,1671.1800537109375
2019-03-20,45.3431396484375,89.8635025024414,203.27000427246094,61.32149887084961,165.44000244140625,112.07324981689453,43.3059196472168,148.85455322265625,2824.22998046875,1665.25
2019-03-21,47.013145446777344,90.96299743652344,204.42999267578125,61.80649948120117,166.0800018310547,114.64811706542969,45.674835205078125,150.8392791748047,2854.8798828125,
2019-03-22,46.039573669433594,88.2385025024414,200.5500030517578,60.38249969482422,164.33999633789062,111.62505340576172,44.07569122314453,148.19615173339844,2800.7099609375,1649.050048828125
2019-03-25,45.48291015625,88.71299743652344,199.44000244140625,59.86899948120117,166.2899932861328,112.20677947998047,43.1519660949707,148.15745544433594,2798.360107421875,
2019-03-26,45.01300048828125,89.18800354003906,200.6199951171875,59.492000579833984,167.67999267578125,112.44518280029297,43.91925811767578,150.35516357421875,2818.4599609375,1660.5999755859375
2019-03-27,45.41783905029297,88.28500366210938,199.2100067138672,58.9005012512207,165.8699951171875,111.35802459716797,43.827369689941406,149.30960083007812,2805.3701171875,
2019-03-28,45.478092193603516,88.6709976196289,200.66000366210938,58.61349868774414,165.5500030517578,111.51060485839844,44.013614654541016,149.74520874023438,2815.43994140625,1660.030029296875
2019-03-29,45.77450180053711,89.0374984741211,200.88999938964844,58.84450149536133,166.69000244140625,112.47379302978516,44.58721923828125,151.2168426513672,2834.39990234375,
2019-04-01,46.085365295410156,90.70950317382812,205.0,59.94900131225586,168.6999969482422,113.50371551513672,45.262630462646484,152.25279235839844,2867.18994140625,1690.1800537109375
2019-04-02,46.75529861450195,90.6989974975586,203.8800048828125,60.277000427246094,174.1999969482422,113.66586303710938,45.4414176940918,152.7562255859375,2867.239990234375,1689.8900146484375
2019-04-03,47.075801849365234,91.03500366210938,203.6699981689453,60.54050064086914,173.5399932861328,114.40971374511719,46.83692932128906,153.41458129882812,2873.39990234375,1694.3299560546875
2019-04-04,47.15773391723633,90.94300079345703,204.10000610351562,60.97249984741211,176.02000427246094,113.8280029296875,46.74754333496094,152.6206817626953,2879.389892578125,1697.4300537109375
2019-04-05,47.47341537475586,91.86399841308594,205.3300018310547,60.5724983215332,175.72000122070312,114.33341217041016,47.41551208496094,152.63035583496094,2892.739990234375,1706.280029296875
2019-04-08,48.22047424316406,92.49299621582031,205.25,60.41400146484375,174.92999267578125,114.3715591430664,47.62409210205078,152.72718811035156,2895.77001953125,1707.6700439453125
2019-04-09,48.07587432861328,91.79199981689453,204.9199981689453,60.134498596191406,177.5800018310547,113.75169372558594,46.99585723876953,152.4754638671875,2878.199951171875,
2019-04-10,48.34577560424805,92.36650085449219,204.52000427246094,60.3224983215332,177.82000732421875,114.61951446533203,47.70108413696289,153.51138305664062,2888.2099609375,1704.27001953125
2019-04-11,47.943328857421875,92.20349884033203,206.6699981689453,60.47949981689453,177.50999450683594,114.7530288696289,47.5620231628418,152.83364868164062,2888.320068359375,
2019-04-12,47.92405319213867,92.15299987792969,210.55999755859375,61.13650131225586,179.10000610351562,115.34426879882812,47.182098388671875,154.5569610595703,2907.409912109375,1715.4200439453125
2019-04-15,48.010807037353516,92.24349975585938,209.74000549316406,61.326499938964844,179.64999389648438,115.43965911865234,45.863563537597656,155.33154296875,2905.580078125,1713.8699951171875
2019-04-16,48.015621185302734,93.1520004272461,211.8000030517578,61.59550094604492,178.8699951171875,115.17262268066406,46.73513412475586,155.12815856933594,2907.06005859375,1714.6600341796875
2019-04-17,48.95063400268555,93.24099731445312,210.3699951171875,62.00699996948242,178.77999877929688,116.12626647949219,46.506690979003906,155.33154296875,2900.449951171875,
2019-04-18,49.12656021118164,93.08450317382812,209.99000549316406,62.07350158691406,178.27999877929688,117.65210723876953,46.26084899902344,155.0604705810547,2905.030029296875,1710.969970703125
2019-04-22,49.28801727294922,94.3655014038086,209.49000549316406,62.6879997253418,181.44000244140625,118.0240478515625,46.7996940612793,155.29275512695312,2907.969970703125,1711.8699951171875
2019-04-23,49.9989013671875,96.1884994506836,211.61000061035156,63.52949905395508,183.77999877929688,119.62617492675781,47.345985412597656,156.5126495361328,2933.679931640625,1728.4300537109375
2019-04-24,49.92179870605469,95.0875015258789,210.57000732421875,63.002498626708984,182.5800018310547,119.21611785888672,47.470149993896484,156.3480987548828,2927.25,1725.52001953125
2019-04-25,49.468746185302734,95.11250305175781,211.9499969482422,63.367000579833984,193.25999450683594,123.16425323486328,46.41233444213867,155.8930206298828,2926.169921875,
2019-04-26,49.232582092285156,97.53150177001953,214.22000122070312,63.87099838256836,191.49000549316406,123.86994171142578,44.222198486328125,157.74221801757812,2939.8798828125,1732.4300537109375
2019-04-29,49.30729293823242,96.92150115966797,216.5800018310547,64.80999755859375,194.77999877929688,123.75550079345703,44.53010559082031,158.92340087890625,2943.030029296875,1734.7099609375
2019-04-30,48.35783004760742,96.32599639892578,216.7100067138672,59.948001861572266,193.39999389648438,124.54702758789062,44.944793701171875,159.19451904296875,2945.830078125,
2019-05-01,50.73149108886719,95.57599639892578,216.7100067138672,58.66600036621094,193.02999877929688,121.95309448242188,44.81318283081055,157.60665893554688,2923.72998046875,1722.22998046875
2019-05-02,50.40135192871094,95.04100036621094,215.92999267578125,58.32550048828125,192.52999877929688,120.36048889160156,45.488609313964844,155.9898681640625,2917.52001953125,1719.6300048828125
2019-05-03,51.02790832519531,98.12300109863281,218.60000610351562,59.477500915527344,195.47000122070312,122.92581939697266,45.443904876708984,156.8805694580078,2945.639892578125,1737.949951171875
2019-05-06,50.23988342285156,97.52749633789062,213.16000366210938,59.67300033569336,193.8800048828125,122.21057891845703,44.65922927856445,157.11289978027344,2932.469970703125,1731.2099609375
2019-05-07,48.88557815551758,96.05000305175781,209.42999267578125,58.94300079345703,189.77000427246094,119.70247650146484,42.985595703125,155.1088409423828,2884.050048828125,1701.8299560546875
2019-05-08,48.89520263671875,95.88849639892578,209.2899932861328,58.53900146484375,189.5399932861328,119.69292449951172,43.18673324584961,155.6413116455078,2879.419921875,1698.72998046875
2019-05-09,48.36988067626953,94.99349975585938,208.55999755859375,58.39849853515625,188.64999389648438,119.68341827392578,42.26051712036133,154.72157287597656,2870.719970703125,1693.8800048828125
2019-05-10,47.69977951049805,94.4990005493164,209.02000427246094,58.38199996948242,188.33999633789062,121.23784637451172,41.92033004760742,155.5928955078125,2881.39990234375,1699.780029296875
2019-05-13,44.927494049072266,91.13400268554688,205.00999450683594,56.829498291015625,181.5399932861328,117.63304901123047,39.34531784057617,152.320556640625,2811.8701171875,1656.760009765625
2019-05-14,45.638710021972656,92.00599670410156,203.69000244140625,56.24300003051758,180.72999572753906,118.94908905029297,40.23676681518555,155.1088409423828,2834.409912109375,
2019-05-15,46.185420989990234,93.55750274658203,202.97999572753906,58.540000915527344,186.27000427246094,120.62415313720703,39.625911712646484,157.60665893554688,2850.9599609375,1680.9100341796875
2019-05-16,45.98222351074219,95.37850189208984,204.6300048828125,59.224998474121094,186.99000549316406,123.40956115722656,39.77737808227539,159.86599731445312,2876.320068359375,1695.5999755859375
2019-05-17,45.72096252441406,93.44999694824219,203.27000427246094,58.43899917602539,185.3000030517578,122.58641052246094,38.868553161621094,159.10964965820312,2859.530029296875,1683.9300537109375
2019-05-20,44.29127502441406,92.94850158691406,202.72999572753906,57.233001708984375,182.72000122070312,120.81558990478516,37.681610107421875,158.5084686279297,2840.22998046875,1672.0899658203125
2019-05-21,45.140380859375,92.8759994506836,203.36000061035156,57.72200012207031,184.82000732421875,121.46647644042969,38.50353240966797,158.8866424560547,2864.360107421875,
2019-05-22,44.21627426147461,92.98400115966797,202.60000610351562,57.79249954223633,185.32000732421875,122.2035140991211,37.79335021972656,159.25506591796875,2856.27001953125,1681.550048828125
2019-05-23,43.46152877807617,90.77400207519531,201.3000030517578,57.266998291015625,180.8699951171875,120.77732849121094,36.581581115722656,156.6079559326172,2822.239990234375,1659.9000244140625
2019-05-24,43.29460525512695,91.16400146484375,201.69000244140625,56.93050003051758,181.05999755859375,120.8347396850586,36.042747497558594,157.7036590576172,2826.06005859375,1663.3599853515625
2019-05-28,43.1155891418457,91.82150268554688,199.6999969482422,56.97800064086914,184.30999755859375,120.75817108154297,35.590816497802734,158.7411651611328,2802.389892578125,1649.75
2019-05-29,42.909969329833984,90.95950317382812,198.52000427246094,55.99700164794922,182.19000244140625,119.59040069580078,34.84836196899414,157.7908935546875,2783.02001953125,1638.06005859375
2019-05-30,43.13252639770508,90.81600189208984,199.74000549316406,56.070499420166016,183.00999450683594,120.3465805053711,34.58236312866211,157.82003784179688,2788.860107421875,1640.68994140625
2019-05-31,42.35116195678711,88.75350189208984,197.4199981689453,55.32500076293945,177.47000122070312,118.38436126708984,33.67498016357422,156.4333953857422,2752.06005859375,1619.719970703125
2019-06-03,41.922969818115234,84.6344985961914,198.55999755859375,51.9370002746582,164.14999389648438,114.7087631225586,33.25733184814453,153.78628540039062,2744.449951171875,1616.0799560546875
2019-06-04,43.45669174194336,86.47799682617188,201.58999633789062,52.7244987487793,167.5,117.88662719726562,35.54939651489258,157.403076171875,2803.27001953125,
2019-06-05,44.15821838378906,86.92500305175781,203.3000030517578,52.231998443603516,168.1699981689453,120.44229125976562,35.12181091308594,160.37017822265625,2826.14990234375,1664.1199951171875
2019-06-06,44.80653762817383,87.71800231933594,204.77000427246094,52.38800048828125,168.3300018310547,122.34709930419922,35.74330520629883,161.8537139892578,2843.489990234375,1670.1700439453125
2019-06-07,45.9991569519043,90.20149993896484,205.80999755859375,53.41849899291992,173.35000610351562,125.77381896972656,36.170875549316406,164.88877868652344,2873.340087890625,1689.4300537109375
2019-06-10,46.586997985839844,93.03150177001953,207.16000366210938,54.13800048828125,174.82000732421875,126.92243194580078,36.8992805480957,165.6353759765625,2886.72998046875,1697.8699951171875
2019-06-11,47.12646484375,93.18499755859375,206.6300048828125,54.051998138427734,178.10000610351562,126.4438247680664,37.47602462768555,165.14085388183594,2885.719970703125,1696.6099853515625
2019-06-12,46.97647476196289,92.76599884033203,204.57000732421875,53.95500183105469,175.0399932861328,125.8599624633789,36.344913482666016,166.38198852539062,2879.840087890625,1693.52001953125
2019-06-13,46.966796875,93.51499938964844,204.99000549316406,54.550498962402344,177.47000122070312,126.6544189453125,36.85701370239258,164.20999145507812,2891.639892578125,1701.4000244140625
2019-06-14,46.62569808959961,93.4834976196289,205.16000366210938,54.314998626708984,181.3300018310547,126.77884674072266,35.957096099853516,164.5105743408203,2886.97998046875,
2019-06-17,46.903907775878906,94.30149841308594,203.47999572753906,54.69449996948242,189.00999450683594,127.16173553466797,36.054054260253906,164.41363525390625,2889.669921875,1699.550048828125
2019-06-18,48.007015228271484,95.06849670410156,206.00999450683594,55.262001037597656,188.47000122070312,129.37281799316406,38.00554275512695,164.14208984375,2917.75,1716.469970703125
2019-06-19,47.86669921875,95.43949890136719,206.75,55.22549819946289,187.47999572753906,129.88011169433594,38.06520080566406,165.5093231201172,2926.4599609375,1722.0699462890625
2019-06-20,48.25133514404297,95.90950012207031,208.0399932861328,55.65999984741211,189.52999877929688,131.086181640625,38.3088264465332,168.46673583984375,2954.179931640625,1737.3900146484375
2019-06-21,48.08683395385742,95.56500244140625,206.2100067138672,56.26850128173828,191.13999938964844,131.10531616210938,37.72709655761719,168.1758270263672,2950.4599609375,1733.449951171875
2019-06-24,48.038455963134766,95.69499969482422,206.85000610351562,55.834999084472656,192.60000610351562,131.8806610107422,37.95083999633789,168.57342529296875,2945.35009765625,1728.0799560546875
2019-06-25,47.310306549072266,93.91349792480469,208.07000732421875,54.37900161743164,188.83999633789062,127.71686553955078,37.65750503540039,166.0814208984375,2917.3798828125,1712.1099853515625
2019-06-26,48.333587646484375,94.8915023803711,208.50999450683594,54.01599884033203,187.66000366210938,128.1954803466797,39.591590881347656,165.8680877685547,2913.780029296875,1713.6600341796875
2019-06-27,48.31907653808594,95.21399688720703,212.02000427246094,53.83150100708008,189.5,128.40603637695312,40.57851791381836,166.03292846679688,2924.919921875,
2019-06-28,47.87880325317383,94.68150329589844,213.1699981689453,54.13999938964844,193.0,128.22421264648438,40.82711410522461,168.2825469970703,2941.760009765625,1730.9000244140625
2019-07-01,48.756927490234375,96.1094970703125,214.6199951171875,55.0,193.0,129.8705291748047,41.30940246582031,168.66065979003906,2964.330078125,
2019-07-02,49.042388916015625,96.71549987792969,214.5399932861328,55.630001068115234,195.0,130.73204040527344,40.329925537109375,169.9600372314453,2973.010009765625,1747.0899658203125
2019-07-03,49.44879150390625,96.94999694824219,215.16000366210938,56.14950180053711,197.1999969482422,131.5743408203125,40.459190368652344,171.50177001953125,2995.820068359375,1760.760009765625
2019-07-05,49.405250549316406,97.14550018310547,215.25,56.63349914550781,196.39999389648438,131.1914825439453,39.83272933959961,171.2981414794922,2990.409912109375,1758.530029296875
2019-07-08,48.38680648803711,97.61599731445312,215.1300048828125,55.839500427246094,195.75999450683594,131.09573364257812,39.08197021484375,170.8424072265625,2975.949951171875,1749.050048828125
2019-07-09,48.68193435668945,99.41500091552734,214.75,56.214500427246094,199.2100067138672,130.61715698242188,39.10683059692383,172.3356475830078,2979.6298828125,1752.0
2019-07-10,49.163333892822266,100.87049865722656,214.02999877929688,57.045501708984375,202.72999572753906,131.94766235351562,39.79046630859375,173.86769104003906,2993.070068359375,1759.1300048828125
2019-07-11,48.80530548095703,100.05349731445312,213.1699981689453,57.20399856567383,201.22999572753906,132.47409057617188,41.336734771728516,175.25430297851562,2999.909912109375,1761.9200439453125
2019-07-12,49.18027114868164,100.55000305175781,214.10000610351562,57.266998291015625,204.8699951171875,132.95265197753906,41.667381286621094,174.8567352294922,3013.77001953125,1770.800048828125
2019-07-15,49.64231872558594,101.04949951171875,213.5399932861328,57.5255012512207,203.91000366210938,132.95265197753906,41.58285140991211,175.08946228027344,3014.300048828125,1770.4200439453125
2019-07-16,49.47056579589844,100.49500274658203,212.8800048828125,57.67300033569336,203.83999633789062,131.21060180664062,41.5356330871582,173.86769104003906,3004.0400390625,
2019-07-17,49.19236755371094,99.60150146484375,207.4499969482422,57.33700180053711,201.8000030517578,130.43528747558594,42.18943405151367,173.71253967285156,2984.419921875,1754.0
2019-07-18,49.75117492675781,98.8949966430664,207.97999572753906,57.36199951171875,200.77999877929688,130.57887268066406,42.30626678466797,175.05064392089844,2995.110107421875,1760.1600341796875
2019-07-19,49.00851058959961,98.22599792480469,205.97000122070312,56.57749938964844,198.36000061035156,130.7703094482422,41.87371063232422,173.79981994628906,2976.610107421875,1749.489990234375
2019-07-22,50.12857437133789,99.28150177001953,204.83999633789062,56.96049880981445,202.32000732421875,132.5027618408203,42.58966827392578,175.08946228027344,2985.030029296875,1753.6600341796875
2019-07-23,50.520450592041016,99.72450256347656,206.4600067138672,57.40250015258789,202.36000061035156,133.3259735107422,43.6685791015625,175.4094696044922,3005.469970703125,1765.6099853515625
2019-07-24,50.47932052612305,100.04049682617188,207.97000122070312,56.98649978637695,204.66000366210938,134.6947479248047,44.41437530517578,177.76568603515625,3019.56005859375,1776.4300537109375
2019-07-25,50.08017349243164,98.69100189208984,207.89999389648438,56.797000885009766,200.7100067138672,134.18743896484375,43.10177230834961,176.07850646972656,3003.669921875,1765.5699462890625
2019-07-26,50.254356384277344,97.15249633789062,209.89999389648438,62.26100158691406,199.75,135.2882080078125,43.521915435791016,178.11476135253906,3025.860107421875,1779.47998046875
2019-07-29,50.723655700683594,95.62249755859375,208.61000061035156,62.09199905395508,195.94000244140625,134.99147033691406,43.45975875854492,177.6493377685547,3020.969970703125,1775.280029296875
2019-07-30,50.50593185424805,94.92649841308594,207.80999755859375,61.400001525878906,197.0399932861328,134.3406219482422,43.61637878417969,176.02032470703125,3013.179931640625,1773.0400390625
2019-07-31,51.536468505859375,93.33899688720703,205.42999267578125,60.90999984741211,194.22999572753906,130.43528747558594,41.94331741333008,172.5974578857422,2980.3798828125,1754.6500244140625
2019-08-01,50.421268463134766,92.76599884033203,201.7100067138672,60.5890007019043,192.72999572753906,132.14862060546875,40.998653411865234,173.73194885253906,2953.56005859375,1737.489990234375
2019-08-02,49.35443878173828,91.16200256347656,202.6699981689453,59.816001892089844,189.02000427246094,131.03826904296875,40.071388244628906,172.0350341796875,2932.050048828125,1723.31005859375
2019-08-05,46.77084732055664,88.25650024414062,197.72999572753906,57.73749923706055,181.72999572753906,126.54915618896484,37.4859733581543,163.73486328125,2844.739990234375,1671.77001953125
2019-08-06,47.65624237060547,89.3915023803711,200.5500030517578,58.55400085449219,184.50999450683594,128.92294311523438,37.873783111572266,167.24496459960938,2881.77001953125,1693.3599853515625
2019-08-07,48.14973449707031,89.66999816894531,198.2100067138672,58.795501708984375,185.14999389648438,129.4876708984375,38.25662612915039,169.9988250732422,2883.97998046875,1695.0999755859375
2019-08-08,49.21171951293945,91.64450073242188,200.52000427246094,60.30950164794922,190.16000366210938,132.943115234375,39.34298324584961,174.43975830078125,2938.090087890625,1727.6800537109375
2019-08-09,48.80619430541992,90.37899780273438,199.0500030517578,59.44499969482422,187.85000610351562,131.8136444091797,38.32872009277344,173.6156005859375,2918.64990234375,1714.969970703125
2019-08-12,48.682350158691406,89.24600219726562,197.17999267578125,58.724998474121094,185.3699951171875,129.975830078125,37.65004348754883,170.98780822753906,2882.699951171875,1694.510009765625
2019-08-13,50.74396514892578,91.21700286865234,198.77999877929688,59.83649826049805,188.4499969482422,132.66551208496094,38.793601989746094,173.18890380859375,2926.320068359375,
2019-08-14,49.233577728271484,88.14800262451172,195.80999755859375,58.212501525878906,179.7100067138672,128.6703643798828,37.306983947753906,168.2437744140625,2840.60009765625,1667.5799560546875
2019-08-15,48.98831558227539,88.80599975585938,198.30999755859375,58.465999603271484,182.58999633789062,128.38226318359375,36.983802795410156,171.1665802001953,2847.60009765625,1670.52001953125
2019-08-16,50.14418411254883,89.62850189208984,199.72000122070312,58.96049880981445,183.6999969482422,130.7351837158203,39.66615676879883,173.06980895996094,2888.679931640625,1695.9200439453125
2019-08-19,51.079078674316406,90.80599975585938,200.94000244140625,60.02199935913086,186.1699981689453,132.92483520507812,42.45541763305664,174.5361785888672,2923.64990234375,1715.4599609375
2019-08-20,51.081504821777344,90.06900024414062,198.14999389648438,59.17649841308594,183.80999755859375,131.8203887939453,41.732017517089844,174.05059814453125,2900.510009765625,1702.469970703125
2019-08-21,51.63515090942383,91.177001953125,199.24000549316406,59.57899856567383,183.5500030517578,133.28976440429688,42.567298889160156,175.7013702392578,2924.429931640625,1716.56005859375
2019-08-22,51.5914421081543,90.23300170898438,201.00999450683594,59.57600021362305,182.0399932861328,132.3197784423828,42.62944793701172,174.87603759765625,2922.949951171875,1715.4100341796875
