Date,AAPL,KO,MS,MSFT
2002-01-02,0.35315966606140137,12.697946548461914,29.75839614868164,20.8233642578125
2002-01-03,0.35740363597869873,12.532094955444336,30.62061882019043,21.503604888916016
2002-01-04,0.3590714931488037,12.419748306274414,32.14036560058594,21.40109634399414
2002-01-07,0.3470974862575531,12.09608268737793,31.897838592529297,21.295494079589844
2002-01-08,0.34270161390304565,11.943610191345215,31.22960662841797,21.55019760131836
2002-01-09,0.32815060019493103,11.919537544250488,31.592124938964844,21.342086791992188
2002-01-10,0.321784645318985,11.978384017944336,31.89511489868164,21.519140243530273
2002-01-11,0.3190566301345825,12.11747932434082,31.143041610717773,21.311025619506836
2002-01-14,0.3205726146697998,11.903488159179688,30.493755340576172,21.267541885375977
2002-01-15,0.32890868186950684,11.863361358642578,31.299945831298828,21.602998733520508
2002-01-16,0.31496375799179077,11.809859275817871,30.22866439819336,21.081174850463867
2002-01-17,0.3407314717769623,12.05060863494873,31.186323165893555,21.69928550720215
2002-01-18,0.3360326290130615,12.154926300048828,30.634445190429688,20.53138542175293
2002-01-22,0.3307277262210846,12.277979850769043,29.947307586669922,20.021995544433594
2002-01-23,0.34891563653945923,11.978384017944336,30.006832122802734,19.798341751098633
2002-01-24,0.3517955243587494,11.82858943939209,29.43331527709961,20.065471649169922
2002-01-25,0.35240256786346436,12.07735538482666,29.893207550048828,19.816987991333008
2002-01-28,0.3527055084705353,12.093403816223145,29.752531051635742,19.823200225830078
2002-01-29,0.34967368841171265,11.769743919372559,28.134780883789062,19.357275009155273
2002-01-30,0.36513441801071167,11.729612350463867,28.459413528442383,19.52190589904785
2002-01-31,0.37468335032463074,11.702864646911621,29.75794219970703,19.789031982421875
2002-02-01,0.36998459696769714,11.951635360717773,28.897659301757812,19.462890625
2002-02-04,0.38423237204551697,11.951635360717773,27.2799129486084,18.984546661376953
2002-02-05,0.38574743270874023,12.2378511428833,26.749679565429688,18.99386978149414
2002-02-06,0.3739253580570221,12.438470840454102,26.468341827392578,18.760902404785156
2002-02-07,0.36831730604171753,12.272627830505371,26.295204162597656,18.574542999267578
2002-02-08,0.3642245829105377,12.264596939086914,28.004934310913086,18.83856201171875
2002-02-11,0.37862351536750793,12.342177391052246,28.215940475463867,18.98765754699707
2002-02-12,0.3745313882827759,12.334152221679688,27.48550796508789,18.680143356323242
2002-02-13,0.3790785074234009,12.406371116638184,27.783100128173828,19.20197296142578
2002-02-14,0.37286439538002014,12.56954288482666,28.167247772216797,19.15848731994629
2002-02-15,0.36225447058677673,12.558847427368164,26.987749099731445,18.708105087280273
2002-02-19,0.3428536057472229,12.38229751586914,25.451152801513672,18.304309844970703
2002-02-20,0.3505835235118866,12.540119171142578,25.846126556396484,18.60560417175293
2002-02-21,0.32587769627571106,12.304726600646973,25.808237075805664,18.03097152709961
2002-02-22,0.3446716070175171,12.65246295928955,25.229326248168945,18.012340545654297
2002-02-25,0.3608904778957367,12.67119312286377,26.376359939575195,18.35089874267578
2002-02-26,0.3587685227394104,12.56954288482666,26.376359939575195,18.186275482177734
2002-02-27,0.33284956216812134,12.700616836547852,26.14910888671875,18.136579513549805
2002-02-28,0.32890868186950684,12.67654800415039,26.576549530029297,18.12104606628418
2002-03-01,0.35543346405029297,12.949390411376953,27.182523727416992,19.06219482421875
2002-03-04,0.36816543340682983,12.778193473815918,29.081623077392578,19.661678314208984
2002-03-05,0.35664644837379456,12.732720375061035,29.736289978027344,19.593341827392578
2002-03-06,0.3648305833339691,12.716668128967285,30.493755340576172,19.764184951782227
2002-03-07,0.36952951550483704,12.558847427368164,29.876976013183594,19.481521606445312
2002-03-08,0.373773455619812,12.79958724975586,30.764297485351562,19.86357307434082
2002-03-11,0.37983646988868713,12.727365493774414,30.547874450683594,19.984718322753906
2002-03-12,0.37468335032463074,12.863794326782227,30.558687210083008,19.42561912536621
2002-03-13,0.37119656801223755,12.879903793334961,29.931066513061523,19.288951873779297
2002-03-14,0.37028753757476807,12.863788604736328,29.584794998168945,19.015607833862305
2002-03-15,0.37816929817199707,13.065242767333984,30.553285598754883,19.410079956054688
2002-03-18,0.3749863803386688,13.07330322265625,30.74266242980957,19.301366806030273
2002-03-19,0.3766535222530365,13.215662956237793,31.316177368164062,19.329328536987305
2002-03-20,0.3777143955230713,13.272080421447754,30.715591430664062,18.667724609375
2002-03-21,0.3678624629974365,13.538004875183105,30.74266242980957,19.059093475341797
2002-03-22,0.36513441801071167,13.766331672668457,30.27195167541504,18.776439666748047
2002-03-25,0.35391759872436523,13.900629997253418,29.67677879333496,18.397489547729492
2002-03-26,0.3555854856967926,14.128950119018555,30.185367584228516,18.35089874267578
2002-03-27,0.35573649406433105,14.045673370361328,30.656082153320312,18.462722778320312
2002-03-28,0.3587685227394104,14.037615776062012,31.00776481628418,18.732940673828125
2002-04-01,0.37074247002601624,14.048370361328125,30.780542373657227,18.754697799682617
2002-04-02,0.3648305833339691,14.042987823486328,30.726442337036133,17.791797637939453
2002-04-03,0.3599804639816284,13.897940635681152,30.237504959106445,17.496713638305664
2002-04-04,0.3774113655090332,13.97315502166748,30.416772842407227,17.533998489379883
2002-04-05,0.3749863803386688,14.01612377166748,30.373313903808594,17.353836059570312
2002-04-08,0.3722575604915619,14.236385345458984,30.24835968017578,17.773162841796875
2002-04-09,0.36528560519218445,14.330398559570312,30.0147647857666,17.043224334716797
2002-04-10,0.373773455619812,14.564099311828613,29.612751007080078,17.48740005493164
2002-04-11,0.37680545449256897,14.274003028869629,28.053611755371094,17.01837730407715
2002-04-12,0.37983646988868713,14.333086013793945,28.84133529663086,17.372480392456055
2002-04-15,0.3789273500442505,14.072537422180176,28.607723236083984,17.297924041748047
2002-04-16,0.39014339447021484,14.472773551940918,29.813764572143555,17.956424713134766
2002-04-17,0.39575135707855225,14.483519554138184,29.895240783691406,17.58991241455078
2002-04-18,0.3851414620876312,14.427106857299805,29.982179641723633,17.509136199951172
2002-04-19,0.37862351536750793,14.74943733215332,29.884380340576172,17.766956329345703
2002-04-22,0.37180352210998535,14.854193687438965,29.14556121826172,17.26686668395996
2002-04-23,0.3675594627857208,14.644680976867676,29.06406593322754,16.769887924194336
2002-04-24,0.3602835237979889,14.7682466506958,27.700496673583984,16.468603134155273
2002-04-25,0.3655884861946106,14.7682466506958,26.146806716918945,16.689130783081055
2002-04-26,0.3487645387649536,14.625869750976562,26.103330612182617,15.996463775634766
2002-04-29,0.36316362023353577,14.676911354064941,25.804548263549805,16.22632598876953
2002-04-30,0.3678624629974365,14.910609245300293,25.924072265625,16.23253059387207
2002-05-01,0.36346662044525146,15.477375030517578,26.092470169067383,16.384729385375977
2002-05-02,0.3590714931488037,15.482747077941895,26.532508850097656,15.906387329101562
2002-05-03,0.35634252429008484,15.273231506347656,26.076171875,15.39388370513916
